Estudiante_ID,Edad,Horas_de_estudio,Nota_Matemáticas,Nota_Lenguaje,Nota_Ciencias,Genero,Comuna
606,19,16,89,64,21,femenino,Coronel
607,20,12,38,91,20,masculino,Lota
608,22,20,94,50,5,prefiero no decirlo,Concepción
609,24,35,19,49,25,femenino,Penco
610,25,12,91,24,16,prefiero no decirlo,Concepción
611,24,39,62,5,69,masculino,Hualpén
612,21,20,26,61,87,femenino,Lota
613,20,28,8,86,92,femenino,Hualpén
614,20,5,41,4,18,masculino,Coronel
615,23,18,83,8,1,masculino,Concepción
616,24,24,32,47,27,femenino,Hualpén
617,20,34,41,65,36,prefiero no decirlo,Tomé
618,23,27,68,38,67,masculino,Hualpén
619,22,17,19,86,1,femenino,Hualpén
620,19,15,23,26,39,masculino,Coronel
621,18,24,96,79,76,prefiero no decirlo,Tomé
622,18,31,49,18,56,prefiero no decirlo,Concepción
623,19,26,56,9,51,prefiero no decirlo,Concepción
624,18,28,19,14,37,prefiero no decirlo,Lota
625,20,30,21,71,68,prefiero no decirlo,Tomé
626,20,29,51,57,79,masculino,Arauco
627,23,19,82,33,96,prefiero no decirlo,Arauco
628,20,23,20,67,79,masculino,Concepción
629,19,13,8,52,77,masculino,Arauco
630,18,31,7,39,89,femenino,San Pedro
631,18,30,64,71,50,femenino,Coronel
632,18,39,54,79,31,femenino,Concepción
633,19,38,53,15,22,prefiero no decirlo,Arauco
634,18,29,62,50,35,prefiero no decirlo,Lota
635,24,38,19,57,73,masculino,San Pedro
636,21,17,43,89,86,femenino,Concepción
637,22,33,50,95,38,prefiero no decirlo,Lota
638,21,29,29,73,96,femenino,Hualpén
639,22,16,62,7,4,masculino,Tomé
640,19,7,25,7,21,prefiero no decirlo,Arauco
641,21,7,99,2,74,femenino,Arauco
642,23,19,83,79,16,femenino,Lota
643,20,24,50,95,54,masculino,Concepción
644,19,12,4,76,27,masculino,Arauco
645,18,14,14,82,90,masculino,San Pedro
646,22,15,69,60,75,femenino,Concepción
647,22,26,74,82,12,masculino,Lota
648,19,36,75,68,64,prefiero no decirlo,Penco
649,18,29,66,42,45,masculino,Coronel
650,22,32,81,82,14,femenino,Penco
651,22,34,15,37,77,femenino,San Pedro
652,24,24,48,25,31,masculino,Concepción
653,25,30,46,50,64,masculino,Penco
654,18,5,76,31,94,masculino,San Pedro
655,19,19,80,14,87,prefiero no decirlo,Penco
656,23,28,56,34,34,masculino,Arauco
657,21,28,50,65,61,prefiero no decirlo,Tomé
658,21,24,86,66,67,masculino,San Pedro
659,20,22,23,73,31,femenino,Hualpén
660,21,32,19,88,87,masculino,Tomé
661,21,15,42,12,89,prefiero no decirlo,San Pedro
662,19,39,83,14,43,femenino,Coronel
663,21,25,3,34,1,femenino,San Pedro
664,19,25,40,4,17,prefiero no decirlo,Penco
665,22,26,98,91,56,masculino,Concepción
666,24,25,40,74,57,masculino,Lota
667,20,21,67,64,1,femenino,Hualpén
668,25,11,61,36,60,prefiero no decirlo,Concepción
669,25,20,63,14,14,prefiero no decirlo,Coronel
670,22,29,61,9,58,prefiero no decirlo,Penco
671,25,39,86,20,48,masculino,Penco
672,22,22,93,4,47,femenino,Arauco
673,19,35,59,22,42,prefiero no decirlo,Concepción
674,25,9,8,28,18,prefiero no decirlo,Arauco
675,24,11,98,31,81,prefiero no decirlo,Arauco
676,22,11,63,11,51,prefiero no decirlo,Coronel
677,20,16,73,12,18,femenino,Lota
678,24,19,52,24,90,masculino,Hualpén
679,22,5,32,81,26,masculino,Hualpén
680,24,29,42,82,78,femenino,Lota
681,25,22,45,1,48,femenino,Arauco
682,24,16,85,39,86,prefiero no decirlo,Coronel
683,19,26,77,86,53,femenino,Coronel
684,24,38,20,61,40,prefiero no decirlo,Tomé
685,21,30,91,79,46,femenino,Coronel
686,18,18,73,83,98,femenino,Arauco
687,18,39,83,93,55,prefiero no decirlo,Tomé
688,25,37,81,71,71,femenino,Concepción
689,20,30,81,69,4,femenino,San Pedro
690,25,19,11,88,36,femenino,Lota
691,18,25,43,41,3,masculino,Tomé
692,25,26,28,15,35,prefiero no decirlo,Arauco
693,21,14,16,50,51,prefiero no decirlo,Concepción
694,23,33,79,11,54,prefiero no decirlo,San Pedro
695,23,7,34,36,61,prefiero no decirlo,San Pedro
696,19,5,30,9,24,femenino,Tomé
697,18,27,74,87,83,masculino,Coronel
698,22,9,47,34,32,masculino,San Pedro
699,20,6,38,53,9,femenino,San Pedro
700,21,13,82,89,95,femenino,Arauco
701,22,12,48,17,82,femenino,Hualpén
702,21,10,32,5,32,femenino,Lota
703,23,11,65,22,67,femenino,Arauco
704,23,28,6,30,28,femenino,Arauco
705,24,21,73,92,72,femenino,Concepción
706,21,22,25,57,79,masculino,Lota
707,22,18,75,48,58,femenino,Lota
708,22,9,19,52,36,masculino,San Pedro
709,19,38,100,10,45,masculino,San Pedro
710,19,14,99,53,94,masculino,Penco
711,21,23,75,62,26,prefiero no decirlo,Coronel
712,22,15,6,63,28,masculino,Tomé
713,19,7,14,2,99,prefiero no decirlo,Penco
714,20,39,92,16,94,masculino,Concepción
715,23,12,26,94,79,prefiero no decirlo,Coronel
716,23,11,36,23,24,masculino,Hualpén
717,22,36,23,55,74,masculino,Concepción
718,24,32,29,5,76,femenino,San Pedro
719,22,14,61,80,36,masculino,Arauco
720,21,5,61,39,33,femenino,Penco
721,21,31,47,80,89,prefiero no decirlo,San Pedro
722,25,35,87,88,46,femenino,Penco
723,20,20,11,92,50,prefiero no decirlo,Coronel
724,19,7,61,83,39,masculino,Penco
725,21,30,15,62,12,femenino,Concepción
726,23,17,86,67,27,masculino,Hualpén
727,24,39,52,5,55,femenino,Hualpén
728,22,11,92,39,57,prefiero no decirlo,Lota
729,20,38,46,33,94,masculino,Penco
730,24,10,41,12,98,prefiero no decirlo,San Pedro
731,22,21,31,59,72,masculino,Concepción
732,21,37,51,83,43,prefiero no decirlo,Arauco
733,25,20,82,17,88,prefiero no decirlo,Arauco
734,21,9,88,90,63,femenino,Coronel
735,20,30,41,1,43,femenino,Penco
736,25,16,99,8,23,masculino,Lota
737,23,29,30,79,45,masculino,San Pedro
738,21,36,49,26,100,femenino,Concepción
739,24,6,9,77,83,femenino,Lota
740,22,26,53,73,7,masculino,Coronel
741,19,23,88,18,47,femenino,Concepción
742,19,31,6,7,2,masculino,Concepción
743,25,39,70,4,67,masculino,San Pedro
744,20,12,93,33,58,prefiero no decirlo,San Pedro
745,21,23,39,60,63,prefiero no decirlo,Penco
746,24,32,43,98,26,prefiero no decirlo,Arauco
747,21,14,14,98,31,masculino,Tomé
748,24,20,14,64,71,prefiero no decirlo,Tomé
749,18,8,48,34,33,prefiero no decirlo,Coronel
750,23,27,52,57,50,femenino,Penco
751,25,20,9,83,1,masculino,Coronel
752,22,6,83,61,37,femenino,Penco
753,20,21,34,42,83,prefiero no decirlo,San Pedro
754,19,25,66,50,2,masculino,Lota
755,21,11,100,18,9,prefiero no decirlo,Tomé
756,22,13,55,49,96,femenino,San Pedro
757,22,33,27,6,3,femenino,Coronel
758,22,31,30,66,16,prefiero no decirlo,Arauco
759,23,35,41,31,81,masculino,Tomé
760,22,21,13,53,83,femenino,Arauco
761,22,12,4,79,37,femenino,Tomé
762,19,8,47,41,53,prefiero no decirlo,Concepción
763,19,35,33,81,60,prefiero no decirlo,Arauco
764,22,18,31,53,21,masculino,Coronel
765,21,9,40,20,78,masculino,Concepción
766,25,30,17,96,49,prefiero no decirlo,Penco
767,20,10,62,47,64,prefiero no decirlo,Hualpén
768,19,10,95,16,19,masculino,San Pedro
769,19,36,96,67,61,prefiero no decirlo,Hualpén
770,25,32,96,13,35,masculino,Arauco
771,22,38,60,11,73,prefiero no decirlo,Arauco
772,25,13,55,19,12,masculino,San Pedro
773,19,12,39,71,53,masculino,Lota
774,20,37,36,31,28,prefiero no decirlo,Penco
775,19,39,14,2,12,masculino,San Pedro
776,18,17,13,76,21,masculino,Coronel
777,21,29,63,29,81,femenino,Arauco
778,22,33,1,35,63,prefiero no decirlo,Concepción
779,18,38,24,30,83,femenino,Lota
780,19,9,35,59,44,prefiero no decirlo,Concepción
781,22,36,41,71,83,masculino,Concepción
782,18,29,54,16,21,masculino,San Pedro
783,23,19,54,9,84,femenino,Penco
784,19,8,42,60,96,masculino,Coronel
785,21,9,79,84,63,masculino,San Pedro
786,21,7,67,31,91,masculino,Penco
787,20,24,51,12,69,prefiero no decirlo,San Pedro
788,19,24,25,55,54,femenino,Penco
789,24,21,79,42,48,masculino,Penco
790,21,28,55,67,56,femenino,Penco
791,21,11,33,18,100,prefiero no decirlo,Tomé
792,25,34,54,55,92,prefiero no decirlo,Lota
793,21,16,8,42,24,prefiero no decirlo,Penco
794,18,25,96,97,70,femenino,Lota
795,18,15,8,9,65,femenino,Concepción
796,24,32,3,83,72,prefiero no decirlo,Concepción
797,22,8,15,95,80,prefiero no decirlo,Coronel
798,19,23,82,6,40,prefiero no decirlo,Concepción
799,22,20,78,36,91,masculino,Arauco
800,20,37,8,49,70,prefiero no decirlo,Penco
801,21,27,32,97,9,masculino,Lota
802,19,8,45,94,24,prefiero no decirlo,Arauco
803,25,34,82,89,65,femenino,Concepción
804,21,31,61,35,53,prefiero no decirlo,Tomé
805,20,27,1,62,9,femenino,Concepción
806,18,35,11,63,61,femenino,Arauco
807,19,38,96,90,60,masculino,San Pedro
808,18,11,87,43,42,masculino,Lota
809,21,18,9,39,97,prefiero no decirlo,Arauco
810,24,6,90,20,94,femenino,Arauco
811,19,12,45,91,55,prefiero no decirlo,Hualpén
812,21,14,82,50,96,masculino,San Pedro
813,22,18,70,76,50,femenino,Penco
814,24,7,20,8,29,masculino,Tomé
815,25,15,25,51,3,masculino,Hualpén
816,18,13,16,40,80,prefiero no decirlo,Tomé
817,25,18,80,69,20,prefiero no decirlo,Penco
818,23,37,58,84,46,prefiero no decirlo,San Pedro
819,21,16,50,12,38,prefiero no decirlo,Coronel
820,22,16,77,80,55,masculino,Hualpén
821,25,33,65,79,83,prefiero no decirlo,Concepción
822,19,33,84,60,73,prefiero no decirlo,Coronel
823,23,16,99,19,65,prefiero no decirlo,Arauco
824,22,12,64,96,75,masculino,Lota
825,19,29,93,18,82,femenino,Penco
826,24,30,46,40,60,prefiero no decirlo,Coronel
827,22,33,86,53,35,femenino,Arauco
828,24,27,61,2,55,prefiero no decirlo,Penco
829,21,20,93,54,84,femenino,Penco
830,20,19,69,72,27,femenino,Arauco
831,21,27,23,8,89,femenino,Tomé
832,21,17,64,83,73,prefiero no decirlo,San Pedro
833,23,23,60,96,16,prefiero no decirlo,Coronel
834,19,22,15,48,28,masculino,San Pedro
835,24,20,43,39,63,masculino,Hualpén
836,21,13,22,4,40,masculino,Hualpén
837,25,23,99,2,45,femenino,Lota
838,25,39,56,82,41,femenino,Arauco
839,23,35,99,8,48,femenino,Hualpén
840,23,37,80,55,2,femenino,Coronel
841,23,38,30,81,80,masculino,Arauco
842,23,15,22,62,26,masculino,Concepción
843,20,38,30,53,96,femenino,Penco
844,22,19,31,45,51,prefiero no decirlo,Tomé
845,21,27,54,76,54,masculino,Penco
846,19,36,93,96,91,femenino,Hualpén
847,22,8,69,94,41,prefiero no decirlo,Coronel
848,24,34,75,68,87,masculino,Hualpén
849,24,13,99,65,86,masculino,San Pedro
850,22,31,53,45,92,prefiero no decirlo,Coronel
851,22,38,49,70,97,femenino,Arauco
852,22,15,85,14,28,prefiero no decirlo,Hualpén
853,19,39,85,87,57,prefiero no decirlo,Concepción
854,22,30,5,48,96,femenino,Coronel
855,18,23,13,59,96,femenino,Tomé
856,21,29,89,22,1,femenino,Hualpén
857,24,12,6,6,69,masculino,Arauco
858,23,19,88,11,35,femenino,Coronel
859,22,25,3,33,40,femenino,Coronel
860,18,7,35,100,92,masculino,Penco
861,18,25,67,52,50,prefiero no decirlo,Tomé
862,20,8,59,34,15,femenino,Coronel
863,24,35,97,81,46,femenino,Arauco
864,22,25,56,26,30,femenino,Tomé
865,25,19,75,11,48,masculino,Concepción
866,18,21,55,67,90,prefiero no decirlo,Concepción
867,21,36,25,100,95,prefiero no decirlo,Tomé
868,20,31,36,50,27,prefiero no decirlo,Arauco
869,25,30,57,6,50,femenino,Lota
870,25,27,85,66,45,masculino,Tomé
871,21,5,43,98,77,prefiero no decirlo,Tomé
872,20,27,29,72,51,femenino,Tomé
873,20,21,25,48,6,femenino,Tomé
874,22,11,38,96,82,femenino,Penco
875,18,8,21,25,77,femenino,Concepción
876,24,5,78,64,88,masculino,San Pedro
877,19,38,42,93,10,masculino,Coronel
878,25,39,55,46,20,masculino,San Pedro
879,22,31,43,26,96,femenino,San Pedro
880,25,39,25,49,44,prefiero no decirlo,Lota
881,19,30,11,22,29,masculino,Hualpén
882,24,8,45,74,24,masculino,Hualpén
883,18,24,52,28,64,femenino,Concepción
884,24,26,80,77,19,femenino,San Pedro
885,22,15,22,80,44,prefiero no decirlo,Tomé
886,23,14,43,99,95,femenino,Arauco
887,18,7,98,62,61,masculino,Arauco
888,22,33,76,11,68,prefiero no decirlo,Arauco
889,25,18,1,1,81,prefiero no decirlo,Coronel
890,20,13,84,34,63,prefiero no decirlo,Arauco
891,19,13,49,70,63,masculino,San Pedro
892,23,36,77,40,22,prefiero no decirlo,San Pedro
893,18,22,69,37,6,prefiero no decirlo,Concepción
894,21,37,7,18,77,masculino,Coronel
895,24,36,2,35,65,prefiero no decirlo,San Pedro
896,19,12,34,22,6,masculino,Coronel
897,23,22,89,71,48,prefiero no decirlo,Lota
898,24,38,65,51,70,femenino,Tomé
899,24,7,41,74,11,prefiero no decirlo,Tomé
900,19,19,51,64,67,masculino,Tomé
901,18,10,64,26,33,femenino,Penco
902,25,23,93,55,15,femenino,Concepción
903,22,5,29,79,84,prefiero no decirlo,Concepción
904,20,12,49,59,6,femenino,Concepción
905,20,36,91,31,32,prefiero no decirlo,Tomé
906,20,36,67,77,84,masculino,Tomé
907,25,31,77,35,77,prefiero no decirlo,Tomé
908,19,20,15,5,64,femenino,Lota
909,20,36,13,100,58,prefiero no decirlo,Lota
910,25,9,13,34,1,prefiero no decirlo,Tomé
911,24,36,30,40,51,prefiero no decirlo,Penco
912,25,28,12,13,65,prefiero no decirlo,Coronel
913,18,17,23,1,1,femenino,Penco
914,21,27,35,32,37,femenino,Lota
915,21,24,5,92,7,femenino,San Pedro
916,18,37,52,61,59,femenino,Coronel
917,23,16,58,48,9,femenino,Penco
918,19,13,60,80,8,femenino,Penco
919,23,15,73,85,12,prefiero no decirlo,Tomé
920,20,31,94,55,60,masculino,Tomé
921,23,22,97,59,82,femenino,Coronel
922,25,37,65,38,100,prefiero no decirlo,San Pedro
923,21,33,48,94,32,masculino,Concepción
924,22,21,6,60,20,masculino,Lota
925,20,5,61,67,42,femenino,Tomé
926,22,28,98,77,18,femenino,Coronel
927,22,32,53,30,97,femenino,Arauco
928,19,17,44,74,91,masculino,Penco
929,18,6,26,65,2,masculino,Concepción
930,24,36,94,79,100,masculino,Coronel
931,20,15,73,81,93,femenino,San Pedro
932,22,17,18,86,8,femenino,Penco
933,21,35,13,79,66,prefiero no decirlo,Lota
934,21,30,13,75,89,prefiero no decirlo,Lota
935,21,31,94,30,97,femenino,Hualpén
936,22,38,64,41,48,masculino,Coronel
937,19,24,27,68,74,prefiero no decirlo,Penco
938,20,29,84,17,49,femenino,Coronel
939,20,15,98,28,47,prefiero no decirlo,Penco
940,25,22,49,96,82,femenino,San Pedro
941,20,28,23,1,9,femenino,Arauco
942,21,31,90,17,34,masculino,Penco
943,25,27,37,92,28,femenino,Hualpén
944,24,15,18,34,88,masculino,Penco
945,25,24,76,61,92,prefiero no decirlo,Tomé
946,18,9,31,80,3,masculino,Concepción
947,19,28,2,52,60,prefiero no decirlo,Hualpén
948,25,22,10,49,55,masculino,Coronel
949,23,16,47,91,60,masculino,Arauco
950,21,21,10,50,51,masculino,Penco
951,21,12,46,31,95,femenino,San Pedro
952,25,11,59,23,40,femenino,San Pedro
953,19,24,80,25,66,masculino,Tomé
954,19,15,21,62,73,prefiero no decirlo,Lota
955,23,25,17,7,51,femenino,Concepción
956,22,23,34,83,51,femenino,Arauco
957,20,32,87,40,34,prefiero no decirlo,Tomé
958,19,5,54,55,48,femenino,Tomé
959,24,19,24,15,51,femenino,Penco
960,24,37,46,62,81,prefiero no decirlo,Concepción
961,21,7,14,13,100,prefiero no decirlo,San Pedro
962,21,5,52,81,41,prefiero no decirlo,San Pedro
963,21,28,59,37,57,femenino,Coronel
964,23,39,61,6,60,prefiero no decirlo,Hualpén
965,24,9,63,73,77,prefiero no decirlo,Coronel
966,24,26,44,2,5,masculino,San Pedro
967,20,16,95,28,52,femenino,Hualpén
968,23,37,40,73,57,femenino,Arauco
969,24,39,99,8,68,femenino,Lota
970,23,22,36,15,29,prefiero no decirlo,San Pedro
971,24,24,91,27,43,femenino,San Pedro
972,22,35,25,58,100,prefiero no decirlo,Penco
973,23,38,96,66,54,masculino,Hualpén
974,24,23,76,86,6,masculino,San Pedro
975,19,25,86,80,86,masculino,Lota
976,21,5,73,59,53,prefiero no decirlo,Arauco
977,23,12,17,33,27,prefiero no decirlo,Hualpén
978,25,29,68,16,75,femenino,Hualpén
979,22,23,1,90,80,masculino,San Pedro
980,23,28,63,66,47,prefiero no decirlo,Concepción
981,23,27,28,75,58,masculino,Hualpén
982,20,16,40,62,1,femenino,Lota
983,19,33,31,82,98,femenino,Arauco
984,24,15,77,100,68,prefiero no decirlo,Arauco
985,23,26,29,46,32,masculino,Tomé
986,24,20,71,6,51,masculino,Penco
987,23,35,53,84,22,femenino,Lota
988,25,5,18,65,82,prefiero no decirlo,Coronel
989,24,14,84,27,39,prefiero no decirlo,Coronel
990,18,31,73,32,28,prefiero no decirlo,Penco
991,23,9,25,74,15,masculino,Concepción
992,22,39,9,35,12,femenino,Hualpén
993,23,26,71,49,96,femenino,Coronel
994,23,20,31,77,89,prefiero no decirlo,Coronel
995,25,34,32,23,82,femenino,Penco
996,25,12,7,71,33,masculino,Arauco
997,19,8,71,11,99,femenino,Concepción
998,22,18,27,21,67,prefiero no decirlo,Arauco
999,22,36,61,28,26,masculino,Penco
1000,22,15,52,62,18,prefiero no decirlo,Penco
1001,18,15,56,38,26,femenino,Arauco
1002,24,31,56,39,25,femenino,Concepción
1003,22,35,65,84,22,femenino,Arauco
1004,25,24,35,3,39,prefiero no decirlo,Tomé
1005,18,11,65,53,74,prefiero no decirlo,Arauco
1006,25,35,54,41,89,prefiero no decirlo,Coronel
1007,24,35,8,83,35,prefiero no decirlo,Penco
1008,18,11,27,45,38,masculino,Penco
1009,21,26,70,11,37,prefiero no decirlo,Lota
1010,18,22,58,7,26,prefiero no decirlo,Coronel
1011,22,18,3,74,92,masculino,Coronel
1012,21,27,17,74,18,masculino,Lota
1013,25,27,5,57,79,masculino,Coronel
1014,21,26,41,69,46,masculino,Penco
1015,24,7,54,27,22,femenino,Penco
1016,25,30,38,36,40,femenino,Arauco
1017,18,23,40,67,72,femenino,Penco
1018,19,28,27,71,100,masculino,Penco
1019,23,23,92,17,42,prefiero no decirlo,Arauco
1020,22,38,55,75,6,masculino,Arauco
1021,20,31,64,3,78,femenino,Coronel
1022,23,9,70,90,70,masculino,Concepción
1023,19,38,95,48,23,femenino,Lota
1024,22,10,12,72,83,masculino,Concepción
1025,20,23,56,92,4,masculino,Coronel
1026,20,11,87,4,88,femenino,Penco
1027,20,22,93,26,53,prefiero no decirlo,Hualpén
1028,21,31,89,86,8,masculino,Penco
1029,18,5,93,74,43,prefiero no decirlo,Hualpén
1030,19,11,89,84,5,femenino,Arauco
1031,20,25,93,43,71,masculino,Hualpén
1032,25,17,25,26,67,femenino,San Pedro
1033,21,13,57,85,100,prefiero no decirlo,Penco
1034,22,8,87,85,78,masculino,Tomé
1035,18,16,35,11,79,femenino,Coronel
1036,23,38,47,31,99,masculino,Lota
1037,18,7,100,35,83,prefiero no decirlo,Tomé
1038,25,15,16,49,84,masculino,Penco
1039,19,22,9,16,65,femenino,Arauco
1040,19,13,47,64,48,prefiero no decirlo,Hualpén
1041,18,5,78,19,87,prefiero no decirlo,Hualpén
1042,18,28,86,49,39,femenino,Arauco
1043,21,37,21,85,94,prefiero no decirlo,Concepción
1044,21,18,57,42,36,femenino,Lota
1045,23,16,87,54,19,femenino,Hualpén
1046,20,18,57,53,94,masculino,Penco
1047,20,5,61,56,81,femenino,Penco
1048,19,37,78,29,6,femenino,Coronel
1049,20,14,61,80,82,prefiero no decirlo,Concepción
1050,24,38,93,31,97,femenino,Hualpén
1051,25,11,36,72,63,femenino,Tomé
1052,22,8,10,63,94,masculino,Penco
1053,21,6,21,54,3,prefiero no decirlo,Coronel
1054,21,25,25,94,10,prefiero no decirlo,Tomé
1055,20,32,31,87,98,masculino,Hualpén
1056,22,23,80,51,81,masculino,Lota
1057,20,7,46,90,67,masculino,Tomé
1058,19,5,6,19,6,masculino,Penco
1059,19,7,44,94,90,masculino,Hualpén
1060,20,20,83,97,28,masculino,Coronel
1061,19,7,72,26,18,femenino,Coronel
1062,19,37,61,89,22,prefiero no decirlo,Hualpén
1063,23,10,100,61,5,masculino,Arauco
1064,23,30,7,53,51,prefiero no decirlo,Lota
1065,24,29,35,68,67,masculino,Hualpén
1066,21,12,49,22,10,femenino,Coronel
1067,18,20,98,49,73,prefiero no decirlo,Penco
1068,18,9,5,96,55,masculino,Coronel
1069,24,8,55,24,11,prefiero no decirlo,Penco
1070,24,31,82,23,70,masculino,Coronel
1071,21,14,34,35,32,femenino,Arauco
1072,21,24,76,26,92,prefiero no decirlo,Concepción
1073,19,39,20,67,39,prefiero no decirlo,Lota
1074,22,22,49,100,1,femenino,Penco
1075,18,5,54,56,90,femenino,San Pedro
1076,23,14,71,53,5,masculino,Penco
1077,24,7,63,2,35,masculino,Penco
1078,23,15,67,10,34,prefiero no decirlo,Coronel
1079,24,25,25,46,52,femenino,Concepción
1080,20,17,15,82,80,masculino,Tomé
1081,20,38,69,12,41,femenino,Concepción
1082,20,18,18,46,55,masculino,Coronel
1083,18,27,56,36,56,femenino,Tomé
1084,22,25,59,23,83,masculino,Coronel
1085,24,5,79,87,20,femenino,San Pedro
1086,25,39,23,96,66,prefiero no decirlo,Tomé
1087,20,16,32,1,33,masculino,Coronel
1088,21,25,38,67,93,masculino,Tomé
1089,25,9,76,30,55,prefiero no decirlo,Arauco
1090,24,32,99,38,74,prefiero no decirlo,Hualpén
1091,24,21,49,2,79,prefiero no decirlo,Coronel
1092,24,29,4,56,53,femenino,Penco
1093,21,20,54,92,41,masculino,Concepción
1094,22,32,33,85,25,masculino,Concepción
1095,22,21,87,75,13,masculino,Arauco
1096,18,31,6,46,54,prefiero no decirlo,Hualpén
1097,21,25,66,64,8,masculino,Concepción
1098,18,6,45,83,38,masculino,Hualpén
1099,22,28,16,52,4,masculino,Lota
1100,24,16,73,25,11,prefiero no decirlo,Arauco
1101,23,6,97,8,16,masculino,San Pedro
1102,22,6,77,77,50,femenino,Lota
1103,18,8,93,12,34,prefiero no decirlo,Hualpén
1104,21,12,89,1,52,prefiero no decirlo,Arauco
1105,25,17,91,25,39,femenino,San Pedro
1106,22,25,1,28,28,femenino,Arauco
1107,21,25,46,32,87,masculino,Coronel
1108,22,25,91,63,22,prefiero no decirlo,San Pedro
1109,21,10,63,75,59,prefiero no decirlo,San Pedro
1110,20,28,38,6,79,masculino,Tomé
1111,20,36,68,10,40,femenino,Tomé
1112,19,5,41,28,96,masculino,San Pedro
1113,22,34,30,14,45,femenino,Penco
1114,20,36,97,79,68,masculino,Hualpén
1115,23,23,99,45,39,femenino,Hualpén
1116,25,16,31,7,61,masculino,Tomé
1117,25,30,31,56,64,masculino,San Pedro
1118,22,6,93,34,22,masculino,Lota
1119,21,31,22,84,65,prefiero no decirlo,Concepción
1120,25,20,2,87,73,prefiero no decirlo,Penco
1121,18,5,7,34,30,femenino,Coronel
1122,23,26,76,83,1,prefiero no decirlo,Lota
1123,24,16,29,1,41,masculino,Lota
1124,20,21,4,75,7,prefiero no decirlo,Arauco
1125,25,17,96,38,17,prefiero no decirlo,Hualpén
1126,18,11,5,53,45,masculino,Tomé
1127,19,24,43,72,77,prefiero no decirlo,Lota
1128,24,7,77,92,88,femenino,Penco
1129,18,6,50,6,24,femenino,Lota
1130,25,29,55,23,45,femenino,Lota
1131,23,6,25,97,71,prefiero no decirlo,Lota
1132,18,33,1,7,17,masculino,Coronel
1133,25,21,99,24,4,masculino,Coronel
1134,25,20,47,28,60,masculino,Penco
1135,23,16,91,63,88,masculino,Penco
1136,19,29,76,90,2,prefiero no decirlo,Lota
1137,19,7,31,35,81,masculino,Tomé
1138,24,18,34,11,61,masculino,Arauco
1139,23,29,54,72,61,femenino,Lota
1140,24,19,41,10,20,prefiero no decirlo,Arauco
1141,24,19,4,36,58,masculino,Tomé
